Seção	Divisão	Grupo	Classe	Subclasse 2.3	Denominação	Até 200 m2	De 200 m2 a 400 m2	acima de 400 m2
				8610-1/02	Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências	Alto	Alto	Alto
		86.2			Serviços móveis de atendimento a urgências e de remoção de pacientes			
			86.21-6		Serviços móveis de atendimento a urgências			
				8621-6/01	UTI móvel	Médio	Médio	Alto
				8621-6/02	Serviços móveis de atendimento a urgências, exceto por UTI móvel	Médio	Médio	Alto
			86.22-4		Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências			
				8622-4/00	Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências	Médio	Médio	Alto
		86.3			Atividades de atenção ambulatorial executadas por médicos e odontólogos			
			86.30-5		Atividades de atenção ambulatorial executadas por médicos e odontólogos			
				8630-5/01	Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos	Alto	Alto	Alto
				8630-5/02	Atividade médica ambulatorial com recursos para realização de exames complementares	Alto	Alto	Alto
				8630-5/03	Atividade médica ambulatorial restrita a consultas	Médio	Médio	Alto
				8630-5/04	Atividade odontológica	Alto	Alto	Alto
				8630-5/06	Serviços de vacinação e imunização humana	Alto	Alto	Alto
				8630-5/07	Atividades de reprodução humana assistida	Alto	Alto	Alto
				8630-5/99	Atividades de atenção ambulatorial não especificadas anteriormente	Alto	Alto	Alto
		86.4			Atividades de serviços de complementação diagnóstica e terapêutica			
			86.40-2		Atividades de serviços de complementação diagnóstica e terapêutica			
				8640-2/01	Laboratórios de anatomia patológica e citológica	Alto	Alto	Alto
				8640-2/02	Laboratórios clínicos	Alto	Alto	Alto
				8640-2/03	Serviços de diálise e nefrologia	Alto	Alto	Alto
				8640-2/04	Serviços de tomografia	Alto	Alto	Alto
				8640-2/05	Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia	Alto	Alto	Alto
				8640-2/06	Serviços de ressonância magnética	Alto	Alto	Alto
				8640-2/07	Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética	Alto	Alto	Alto
				8640-2/08	Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos	Alto	Alto	Alto
				8640-2/09	Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos	Alto	Alto	Alto
				8640-2/10	Serviços de quimioterapia	Alto	Alto	Alto
				8640-2/11	Serviços de radioterapia	Alto	Alto	Alto
				8640-2/12	Serviços de hemoterapia	Alto	Alto	Alto
				8640-2/13	Serviços de litotripsia	Alto	Alto	Alto
				8640-2/14	Serviços de bancos de células e tecidos humanos	Alto	Alto	Alto
				8640-2/99	Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente	Alto	Alto	Alto
		86.5			Atividades de profissionais da área de saúde, exceto médicos e odontólogos			
			86.50-0		Atividades de profissionais da área de saúde, exceto médicos e odontólogos			
				8650-0/01	Atividades de enfermagem	Baixo	Médio	Alto
				8650-0/02	Atividades de profissionais da nutrição	Baixo	Médio	Alto
				8650-0/03	Atividades de psicologia e psicanálise	Baixo	Médio	Alto
				8650-0/04	Atividades de fisioterapia	Baixo	Médio	Alto
				8650-0/05	Atividades de terapia ocupacional	Baixo	Médio	Alto
				8650-0/06	Atividades de fonoaudiologia	Baixo	Médio	Alto
				8650-0/07	Atividades de terapia de nutrição enteral e parenteral	Baixo	Médio	Alto
				8650-0/99	Atividades de profissionais da área de saúde não especificadas anteriormente	Baixo	Médio	Alto
		86.6			Atividades de apoio à gestão de saúde			
			86.60-7		Atividades de apoio à gestão de saúde			
				8660-7/00	Atividades de apoio à gestão de saúde	Baixo	Médio	Alto
		86.9			Atividades de atenção à saúde humana não especificadas anteriormente			
			86.90-9		Atividades de atenção à saúde humana não especificadas anteriormente			
				8690-9/01	Atividades de práticas integrativas e complementares em saúde humana	Baixo	Médio	Alto
				8690-9/02	Atividades de bancos de leite humano	Baixo	Médio	Alto
				8690-9/03	Atividades de acupuntura	Baixo	Médio	Alto
				8690-9/04	Atividades de podologia	Baixo	Médio	Alto
				8690-9/99	Outras atividades de atenção à saúde humana não especificadas anteriormente	Baixo	Médio	Alto
	87				ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES			
		87.1			Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares			
			87.11-5		Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares			
				8711-5/01	Clínicas e residências geriátricas	Alto	Alto	Alto
				8711-5/02	Instituições de longa permanência para idosos	Alto	Alto	Alto
				8711-5/03	Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes	Baixo	Médio	Alto
				8711-5/04	Centros de apoio a pacientes com câncer e com AIDS	Baixo	Médio	Alto
				8711-5/05	Condomínios residenciais para idosos	Alto	Alto	Alto
			87.12-3		Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio			
				8712-3/00	Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio	Baixo	Médio	Alto
		87.2			Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química			
			87.20-4		Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química			
				8720-4/01	Atividades de centros de assistência psicossocial	Médio	Médio	Alto
				8720-4/99	Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente	Médio	Médio	Alto
		87.3			Atividades de assistência social prestadas em residências coletivas e particulares	Médio	Médio	Alto
			87.30-1		Atividades de assistência social prestadas em residências coletivas e particulares			
				8730-1/01	Orfanatos	Alto	Alto	Alto
				8730-1/02	Albergues assistenciais	Alto	Alto	Alto
				8730-1/99	Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente	Baixo	Médio	Alto
	88				SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO			
		88.0			Serviços de assistência social sem alojamento			
			88.00-6		Serviços de assistência social sem alojamento			
				8800-6/00	Serviços de assistência social sem alojamento	Baixo	Médio	Alto
R					ARTES, CULTURA, ESPORTE E RECREAÇÃO			
	90				ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS			
		90.0			Atividades artísticas, criativas e de espetáculos			
			90.01-9		Artes cênicas, espetáculos e atividades complementares			
				9001-9/01	Produção teatral	Baixo	Médio	Alto
				9001-9/02	Produção musical	Baixo	Médio	Alto
				9001-9/03	Produção de espetáculos de dança	Baixo	Médio	Alto
				9001-9/04	Produção de espetáculos circenses, de marionetes e similares	Baixo	Médio	Alto
				9001-9/05	Produção de espetáculos de rodeios, vaquejadas e similares	Baixo	Médio	Alto
				9001-9/06	Atividades de sonorização e de iluminação	Baixo	Médio	Alto
				9001-9/99	Artes cênicas, espetáculos e atividades complementares não especificados anteriormente	Baixo	Médio	Alto
			90.02-7		Criação artística			
				9002-7/01	Atividades de artistas plásticos, jornalistas independentes e escritores	Baixo	Médio	Alto
				9002-7/02	Restauração de obras de arte	Baixo	Médio	Alto
			90.03-5		Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas			
				9003-5/00	Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas	Baixo	Médio	Alto
	91				ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL			
		91.0			Atividades ligadas ao patrimônio cultural e ambiental			
			91.01-5		Atividades de bibliotecas e arquivos			
				9101-5/00	Atividades de bibliotecas e arquivos	Baixo	Médio	Alto
			91.02-3		Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares			
				9102-3/01	Atividades de museus e de exploração de lugares e prédios históricos e atrações similares	Baixo	Médio	Alto
				9102-3/02	Restauração e conservação de lugares e prédios históricos	Baixo	Médio	Alto
			91.03-1		Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental			
				9103-1/00	Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental	Baixo	Médio	Alto
	92				ATIVIDADES DE EXPLORAÇÃO DE JOGOS DE AZAR E APOSTAS			
		92.0			Atividades de exploração de jogos de azar e apostas			
			92.00-3		Atividades de exploração de jogos de azar e apostas			
				9200-3/01	Casas de bingo	Alto	Alto	Alto
				9200-3/02	Exploração de apostas em corridas de cavalos	Alto	Alto	Alto
				9200-3/99	Exploração de jogos de azar e apostas não especificados anteriormente	Alto	Alto	Alto
	93				ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER			
		93.1			Atividades esportivas			
			93.11-5		Gestão de instalações de esportes			
				9311-5/00	Gestão de instalações de esportes	Baixo	Médio	Alto
			93.12-3		Clubes sociais, esportivos e similares	Baixo	Médio	Alto
				9312-3/00	Clubes sociais, esportivos e similares	Alto	Alto	Alto
			93.13-1		Atividades de condicionamento físico			
				9313-1/00	Atividades de condicionamento físico	Baixo	Médio	Alto
			93.19-1		Atividades esportivas não especificadas anteriormente			
				9319-1/01	Produção e promoção de eventos esportivos	Baixo	Médio	Alto
				9319-1/99	Outras atividades esportivas não especificadas anteriormente	Baixo	Médio	Alto
		93.2			Atividades de recreação e lazer			
			93.21-2		Parques de diversão e parques temáticos			
				9321-2/00	Parques de diversão e parques temáticos	Alto	Alto	Alto
			93.29-8		Atividades de recreação e lazer não especificadas anteriormente	Alto	Alto	Alto
				9329-8/01	Discotecas, danceterias, salões de dança e similares	Alto	Alto	Alto
				9329-8/02	Exploração de boliches	Alto	Alto	Alto
				9329-8/03	Exploração de jogos de sinuca, bilhar e similares	Alto	Alto	Alto
				9329-8/04	Exploração de jogos eletrônicos recreativos	Alto	Alto	Alto
				9329-8/99	Outras atividades de recreação e lazer não especificadas anteriormente	Baixo	Médio	Alto
S					OUTRAS ATIVIDADES DE SERVIÇOS			
	94				ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS			
		94.1			Atividades de organizações associativas patronais, empresariais e profissionais			
			94.11-1		Atividades de organizações associativas patronais e empresariais			
				9411-1/00	Atividades de organizações associativas patronais e empresariais	Médio	Médio	Alto
			94.12-0		Atividades de organizações associativas profissionais	Médio	Médio	Alto
				9412-0/01	Atividades de fiscalização profissional	Médio	Médio	Alto
				9412-0/99	Outras atividades associativas profissionais	Médio	Médio	Alto
		94.2			Atividades de organizações sindicais			
			94.20-1		Atividades de organizações sindicais			
				9420-1/00	Atividades de organizações sindicais	Médio	Médio	Alto
		94.3			Atividades de associações de defesa de direitos sociais			
			94.30-8		Atividades de associações de defesa de direitos sociais			
				9430-8/00	Atividades de associações de defesa de direitos sociais	Médio	Médio	Alto
		94.9			Atividades de organizações associativas não especificadas anteriormente			
			94.91-0		Atividades de organizações religiosas			
				9491-0/00	Atividades de organizações religiosas ou filosóficas	Médio	Médio	Alto
			94.92-8		Atividades de organizações políticas			
				9492-8/00	Atividades de organizações políticas	Médio	Médio	Alto
			94.93-6		Atividades de organizações associativas ligadas à cultura e à arte			
				9493-6/00	Atividades de organizações associativas ligadas à cultura e à arte	Médio	Médio	Alto
			94.99-5		Atividades associativas não especificadas anteriormente			
				9499-5/00	Atividades associativas não especificadas anteriormente	Médio	Médio	Alto
	95				REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS			
		95.1			Reparação e manutenção de equipamentos de informática e comunicação			
			95.11-8		Reparação e manutenção de computadores e de equipamentos periféricos			
				9511-8/00	Reparação e manutenção de computadores e de equipamentos periféricos	Baixo	Médio	Alto
			95.12-6		Reparação e manutenção de equipamentos de comunicação			
				9512-6/00	Reparação e manutenção de equipamentos de comunicação	Baixo	Médio	Alto
		95.2			Reparação e manutenção de objetos e equipamentos pessoais e domésticos			
			95.21-5		Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico			
				9521-5/00	Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico	Baixo	Médio	Alto
			95.29-1		Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente			
				9529-1/01	Reparação de calçados, bolsas e artigos de viagem	Baixo	Médio	Alto
				9529-1/02	Chaveiros	Baixo	Médio	Alto
				9529-1/03	Reparação de relógios	Baixo	Médio	Alto
				9529-1/04	Reparação de bicicletas, triciclos e outros veículos não motorizados	Baixo	Médio	Alto
				9529-1/05	Reparação de artigos do mobiliário	Baixo	Médio	Alto
				9529-1/06	Reparação de jóias	Baixo	Médio	Alto
				9529-1/99	Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente	Baixo	Médio	Alto
	96				OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS			
		96.0			Outras atividades de serviços pessoais			
			96.01-7		Lavanderias, tinturarias e toalheiros			
				9601-7/01	Lavanderias	Médio	Alto	Alto
				9601-7/02	Tinturarias	Médio	Médio	Alto
				9601-7/03	Toalheiros	Médio	Médio	Alto
			96.02-5		Cabeleireiros e outras atividades de tratamento de beleza			
				9602-5/01	Cabeleireiros, manicure e pedicure	Baixo	Médio	Alto
				9602-5/02	Atividades de estética e outros serviços de cuidados com a beleza	Baixo	Médio	Alto
			96.03-3		Atividades funerárias e serviços relacionados			
